data_hora,disco_percentual_uso,disco_livre,ram_percentual_uso,ram_total,ram_livre,cpu_percentual_uso,cpu_freq_atual
13-03-2026 10:35:30,63.9,85651066880,65.9,12326899712,1271427072,8.4,3051.166375
